case_id,municipality,case_hybrid_score,case_hybrid_raw
20177191,BPIC15_2,0.435,0.44904413028459494
20228466,BPIC15_2,0.43,0.44399626225826516
20230534,BPIC15_2,0.439,0.4530414797441973
20231249,BPIC15_2,0.44,0.4534841431212648
20234879,BPIC15_2,0.414,0.4288302599522252
20235451,BPIC15_2,0.859,0.8508926818281332
20255660,BPIC15_2,0.851,0.8436274532541297
20256187,BPIC15_2,0.848,0.8403973526746277
20265734,BPIC15_2,0.412,0.4274125208135194
20271369,BPIC15_2,0.373,0.3905189464235108
20278493,BPIC15_2,0.415,0.4297882839146493
20283865,BPIC15_2,0.453,0.4663821407425988
20283980,BPIC15_2,0.439,0.45245652089599336
20284090,BPIC15_2,0.861,0.8531469941980933
20284172,BPIC15_2,0.835,0.8285851957538011
20286046,BPIC15_2,0.472,0.4838535619107538
20291515,BPIC15_2,0.481,0.49292492775040997
20309551,BPIC15_2,0.447,0.460498745410299
20314634,BPIC15_2,0.424,0.4387148775419851
20315212,BPIC15_2,0.424,0.4388471814150091
20321051,BPIC15_2,0.392,0.40820706706275994
20351329,BPIC15_2,0.462,0.47476954956084644
20355680,BPIC15_2,0.483,0.494084486627634
20362348,BPIC15_2,0.429,0.4429881426622016
20370270,BPIC15_2,0.903,0.8932123667964361
20375690,BPIC15_2,0.841,0.8340148535647288
20383055,BPIC15_2,0.867,0.8587824008821701
20390768,BPIC15_2,0.473,0.48463347264539874
20395278,BPIC15_2,0.882,0.8733983473658322
20442334,BPIC15_2,0.858,0.8504622856372601
20446831,BPIC15_2,0.445,0.4585943510494997
20465328,BPIC15_2,0.892,0.8822432693744408
20466907,BPIC15_2,0.451,0.4644043969554282
20467993,BPIC15_2,0.866,0.8575540013147619
20469985,BPIC15_2,0.845,0.8382246812979625
20489121,BPIC15_2,0.455,0.4681962072945618
20492615,BPIC15_2,0.433,0.44721346539394063
20493351,BPIC15_2,0.436,0.4501657969855356
20493939,BPIC15_2,0.856,0.8479920692988937
20501217,BPIC15_2,0.431,0.44477424342652483
20502945,BPIC15_2,0.468,0.48070014191396676
20515299,BPIC15_2,0.875,0.8665714433178298
20527735,BPIC15_2,0.871,0.8623591917194635
20528802,BPIC15_2,0.874,0.8657858764373166
20531605,BPIC15_2,0.854,0.8463684636433267
20552714,BPIC15_2,0.36,0.377920411571838
20586728,BPIC15_2,0.438,0.4520659209026775
20619258,BPIC15_2,0.45,0.46333709128050343
20631624,BPIC15_2,0.435,0.44877134708274513
20653952,BPIC15_2,0.865,0.8565468957576852
20691849,BPIC15_2,0.451,0.46413373923074736
20710895,BPIC15_2,0.887,0.8776369326639102
20712218,BPIC15_2,0.836,0.8290537509150415
20724871,BPIC15_2,0.849,0.8419992069421242
20734464,BPIC15_2,0.861,0.8534438725439022
20749990,BPIC15_2,0.863,0.855462668165068
20769050,BPIC15_2,0.84,0.833521337292069
20769669,BPIC15_2,0.844,0.8365998883266298
20778770,BPIC15_2,0.863,0.8550282051456687
20780657,BPIC15_2,0.448,0.4618034521752083
20788383,BPIC15_2,0.861,0.8527939762612908
20808804,BPIC15_2,0.884,0.875065293321198
20814569,BPIC15_2,0.84,0.8328656290416141
20824621,BPIC15_2,0.846,0.8386815102376396
20825695,BPIC15_2,0.401,0.4171025086117024
20849801,BPIC15_2,0.87,0.8619839213326722
20886971,BPIC15_2,0.856,0.8487989301588459
20893698,BPIC15_2,0.849,0.8422105459050575
20894279,BPIC15_2,0.454,0.4671490326512472
20914654,BPIC15_2,0.461,0.4734297736801477
20923950,BPIC15_2,0.855,0.8477683265295337
20927725,BPIC15_2,0.856,0.8488335843720144
20931263,BPIC15_2,0.849,0.8421869668059058
20978031,BPIC15_2,0.855,0.8477669358779661
21011323,BPIC15_2,0.86,0.8523475910771197
21032801,BPIC15_2,0.849,0.8416188115406589
21056369,BPIC15_2,0.457,0.46971305922429135
21081216,BPIC15_2,0.445,0.4588736607165601
21110555,BPIC15_2,0.871,0.8624738964973657
21123689,BPIC15_2,0.86,0.852417971611299
21135283,BPIC15_2,0.448,0.461564371203618
